time_s,loop,loop_dt_ms,inference_ms,state_tick,enabled,warmup,cmd_vx,cmd_vy,cmd_vyaw,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,dq_10,dq_11,dq_12,dq_13,dq_14,dq_15,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kd_0,kd_1,kd_2,kd_3,kd_4,kd_5,kd_6,kd_7,kd_8,kd_9,kd_10,kd_11,kd_12,kd_13,kd_14,kd_15
1788509570.8650835,413,4.293500999665412,2.270673000111856,2922209,0,0,0.0,0.0,0.0,0.026364326,0.74263966,-1.2756633,-0.08074273,0.6795714,-1.3400993,0.08842814,0.77838594,-1.3270034,-0.12064344,0.72397715,-1.282456,-7.5229363,-13.601453,22.416939,39.145332,-1.3525578,-1.8912556,0.30127984,-0.31779295,-0.6975943,-0.9260817,-1.0541425,-0.24028248,-0.49539304,-0.53094673,-1.554085,0.95438987,1.3099271,1.6587242,-1.6703508,2.8717632,0.03904805,0.53455925,-1.0911523,-0.05062847,0.79379106,-1.1987259,-0.04893876,0.5868624,-1.2361246,-0.09204404,0.8978187,-1.3268366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130798,-1.6875591,0.889059,5.117042,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509570.8856442,414,4.859368999859726,2.2914090000085707,2922229,0,0,0.0,0.0,0.0,0.01782608,0.7220812,-1.2758685,-0.09348957,0.6887757,-1.3526736,0.08467373,0.75504196,-1.3272403,-0.1242767,0.7194658,-1.2756791,-7.4917808,-13.5877075,22.393232,39.192535,0.7169719,-1.0928978,0.046506286,-0.6355859,1.782741,0.5135912,-0.12789229,-2.0695298,0.93619174,-0.6162083,-0.15114543,-1.0190943,1.1626571,-0.17052305,-0.64333695,3.4569674,0.08951177,0.49696335,-1.2125078,0.0153169,0.72501314,-1.0959966,-0.03852444,0.47711468,-1.2708228,-0.11368563,0.940316,-1.411892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737449,-2.1297402,-0.03278965,6.358488,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509570.9051657,415,4.376605999823369,2.411924000170984,2922249,0,0,0.0,0.0,0.0,0.030542612,0.7094555,-1.271082,-0.081469394,0.6894115,-1.3477292,0.08739871,0.7314255,-1.3028024,-0.118887246,0.7407812,-1.3163879,-7.4548726,-13.623314,22.398832,39.25718,1.767239,-0.64721245,-0.6349119,1.790492,-0.32166848,0.98472005,0.21702933,-1.8408737,1.2496036,-0.162772,2.708991,-2.9865124,1.8525003,-2.2671814,0.8836195,4.670006,0.051264692,0.6613274,-1.2470009,0.0038263253,0.69084495,-1.1509101,0.017254211,0.6622482,-1.1676687,-0.072783284,0.7885167,-1.3607217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4150822,-1.2903804,0.12307076,5.725963,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509570.9251676,416,4.375103000256786,2.4562130001868354,2922269,0,0,0.0,0.0,0.0,0.048588037,0.7092738,-1.2699921,-0.05830708,0.6932568,-1.3323588,0.09439282,0.7212522,-1.2791859,-0.11355847,0.7788098,-1.373952,-7.4102435,-13.662704,22.427202,39.34053,0.10076362,-0.44956076,0.101100616,1.0231383,0.09301257,0.19815722,1.0463915,1.0153872,2.1918616,0.3604237,0.70534533,-2.1797295,2.6198542,-1.4533215,1.8912556,4.607998,0.0015360172,0.77718025,-1.1778988,-0.079072215,0.52301073,-1.2679989,0.09080677,0.8384224,-1.224637,0.02786436,0.5949691,-1.2656589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27501547,-1.7889816,-2.679863,3.1280634,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509570.9450507,417,4.270780000297236,2.3050100003274565,2922289,0,0,0.0,0.0,0.0,0.05573356,0.7173276,-1.267891,-0.052554354,0.69222736,-1.3360553,0.104626626,0.74356675,-1.2692497,-0.10844153,0.7929191,-1.3842517,-7.3767266,-13.68075,22.428959,39.41986,0.44568524,1.0347649,0.986742,-1.0696446,0.5076936,-0.69557226,0.5929552,1.9765172,-0.2709497,0.5464489,-0.58520406,1.3244182,1.2052878,0.08913705,-0.65883905,2.9802778,-0.0067523043,0.7015709,-1.0932574,-0.08602399,0.40544075,-1.2706611,0.08070768,0.8316169,-1.3971193,0.053526968,0.5808673,-1.2543273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3249585,0.89530075,-3.8877482,2.8784566,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509570.9649358,418,4.720934000033594,2.3060340004121826,2922309,0,0,0.0,0.0,0.0,0.055158257,0.7091527,-1.2599294,-0.057822645,0.6879885,-1.3395147,0.1073516,0.75364923,-1.2890275,-0.1031732,0.75201416,-1.3245391,-7.3723054,-13.664703,22.40616,39.466698,-0.3604237,-0.5890796,0.8512672,-0.10076362,-0.23640695,-0.24870755,0.24028248,1.3060515,-2.6872547,0.5658265,-2.2826834,4.5495276,-0.3914279,1.546334,-1.2246655,2.7632484,0.02153613,0.63145417,-1.1437318,-0.068198875,0.6081639,-1.2251656,-0.007397064,0.70228183,-1.2606791,0.0067253653,0.7143575,-1.2156067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5501211,0.7678642,-1.5699632,4.948353,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509570.9850638,419,4.392319000089628,2.2876339999129414,2922327,0,0,0.0,0.0,0.0,0.04186642,0.70261276,-1.2538949,-0.06633063,0.6810852,-1.3395147,0.10214387,0.7700596,-1.3390406,-0.103960454,0.7393884,-1.305093,-7.373153,-13.613897,22.383543,39.53001,-0.70146984,-1.8021187,-0.3902484,-0.3604237,1.3603089,0.14154087,-1.5385829,-1.4106907,-1.4942672,-1.3060515,-0.08913705,-0.8815974,0.38367686,3.4337142,-1.8098696,4.0305448,0.09322698,0.553769,-1.2112423,-0.012546599,0.714532,-1.0727798,-0.047680587,0.5551199,-1.1906072,-0.090133965,0.9500531,-1.3521682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23879059,-0.22658598,-0.40642473,7.94482,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.005035,420,4.245275999892328,2.2608170002058614,2922349,0,0,0.0,0.0,0.0,0.03865707,0.6911073,-1.2586657,-0.075171664,0.6773914,-1.3347282,0.08891259,0.75243807,-1.3368922,-0.11404282,0.74577695,-1.3113487,-7.3604064,-13.578382,22.355354,39.61176,0.25578457,-0.49606705,-0.4084465,-0.10076362,1.0618935,1.5427954,-0.67434114,-1.8951312,1.461915,-1.1122752,0.37980133,-1.3223962,0.23640695,0.6355859,0.5193202,5.5846295,0.08892379,0.61330515,-1.319361,0.0148434285,0.65265596,-1.0325791,-0.028901933,0.5490958,-1.1912977,-0.09694611,0.88061154,-1.3613685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7042904,0.56997544,0.07981181,8.57787,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.0250401,421,4.255068000020401,2.2849449997011106,2922369,0,0,0.0,0.0,0.0,0.04852748,0.6863537,-1.2596767,-0.06409009,0.66954947,-1.3229754,0.08685371,0.72579384,-1.2942721,-0.108926,0.7603102,-1.3454701,-7.3403025,-13.582681,22.371431,39.719517,0.48831603,-0.41080552,-0.6268239,0.7518516,-0.8797439,0.47719494,-0.13176781,-2.1819198,2.5740218,0.20540276,1.9610151,-1.7207327,0.90687263,-0.12789229,1.3913131,6.615519,0.028185565,0.77313346,-1.231614,-0.04685328,0.62122715,-1.2054812,0.041312695,0.768265,-1.1413176,-0.037458707,0.67257285,-1.2879834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5934272,1.2009289,-0.41731864,5.730294,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.0452194,422,4.704197000137356,2.3988680000002205,2922389,0,0,0.0,0.0,0.0,0.051161647,0.69631505,-1.2796124,-0.057913475,0.6660373,-1.313829,0.084613174,0.7201017,-1.2612563,-0.10825986,0.7726634,-1.3679018,-7.3287063,-13.582953,22.401619,39.82609,-0.81773555,2.0268989,0.43473268,0.04263076,-0.12789229,-0.8775534,0.7092209,2.70124,-0.5257232,0.17052305,-2.8097546,0.48326096,0.5619509,0.43018317,0.9611299,5.251335,-0.045251492,0.7917837,-1.0694797,-0.11421679,0.46431267,-1.3264946,0.089248635,0.92176163,-1.3444902,0.040298786,0.5146652,-1.1175911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8291333,0.39284742,-3.0324028,0.6748375,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.0651343,423,4.337341999871569,2.270256999963749,2922409,0,0,0.0,0.0,0.0,0.047891617,0.707003,-1.2556326,-0.06508925,0.6590129,-1.3252501,0.090608135,0.73926735,-1.2823927,-0.1109243,0.7419317,-1.3287569,-7.3330965,-13.568935,22.386177,39.89428,-0.77898026,0.32941952,1.7086005,-1.6858529,-1.3641844,-1.3365502,0.5580754,1.7943674,-3.1341193,0.65496355,-1.9493885,4.953931,-0.9882586,0.740225,-1.9610151,1.2052878,-0.058942433,0.67041606,-0.9686544,-0.09347271,0.565225,-1.3812745,0.03701678,0.86192626,-1.3883281,0.014299365,0.5424177,-1.1180502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066110864,1.5328795,-3.3542838,-0.37689894,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.085056,424,4.242171999976563,2.270288999625336,2922429,0,0,0.0,0.0,0.0,0.019915223,0.69722337,-1.2270086,-0.08558714,0.6563182,-1.3406996,0.085642606,0.76809156,-1.3398778,-0.11588985,0.7128653,-1.2904177,-7.37273,-13.528969,22.35499,39.93388,-2.4880862,-1.6897284,1.0089842,-0.47668946,0.10076362,-0.95438987,-1.561836,1.7129815,-3.690173,-0.740225,-1.3138026,0.20422325,-2.6469827,2.7865016,-2.6508584,2.4377046,-0.010478322,0.5311191,-1.043499,-0.055618297,0.7665263,-1.2043173,-0.031466,0.67152435,-1.3267201,-0.09703266,0.8399812,-1.215847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3583087,-2.365956,-0.41362777,2.481707,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.1050847,425,4.211002999909397,2.2933609998290194,2922449,0,0,0.0,0.0,0.0,0.0018092394,0.6859904,-1.2295676,-0.09930286,0.66155624,-1.3530843,0.086399555,0.7797787,-1.3801286,-0.12582082,0.7141975,-1.2856312,-7.399283,-13.492363,22.309877,39.968426,-0.5076936,0.019377619,-0.649066,-1.2440431,-0.39530346,1.3102641,0.22090487,0.0,-0.8593553,-0.32941952,-0.16664752,-0.3760943,-1.0115118,-0.15889648,-1.871878,2.2516794,0.03899931,0.5024816,-1.250914,-0.0058295177,0.7215269,-0.9882113,-0.048821338,0.534801,-1.346345,-0.12726009,0.9237254,-1.306253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41877285,-3.851523,0.5160632,4.822558,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.1400614,426,9.18960600029095,3.025344999969093,2922479,0,0,0.0,0.0,0.0,0.011558652,0.6832049,-1.2482555,-0.092217915,0.65586406,-1.316704,0.08609678,0.76221776,-1.3753263,-0.1268503,0.7321521,-1.3170987,-7.386597,-13.555401,22.309755,40.026287,0.046506286,-0.06200838,-0.9442798,0.19765173,0.0,1.5225754,-0.48444048,-1.4920766,0.72792447,-0.18214962,1.8641269,-1.1060408,1.5230808,-4.1933165,1.0463915,3.4027097,0.0039600763,0.7069085,-1.2664729,-0.06486792,0.5928924,-1.0775619,0.022367042,0.7554435,-1.2456745,-0.050754804,0.6921983,-1.2361975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7261281,-4.646992,2.2470348,4.0273046,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.1551073,427,4.14588100011315,2.6035450000563287,2922499,0,0,0.0,0.0,0.0,0.014646888,0.6772402,-1.2525996,-0.08946266,0.6667034,-1.2995169,0.06771831,0.73557353,-1.3462125,-0.1371749,0.77884007,-1.3365606,-7.3571672,-13.615441,22.326834,40.087418,-0.22090487,1.0231383,0.7906069,-0.53094673,0.24028248,0.5135912,-0.887495,-0.027128667,1.7712829,0.2596601,1.2866739,-0.7784748,2.0579033,-3.2670667,0.902997,3.3833325,-0.02406904,0.7813207,-1.1709386,-0.14062507,0.53241885,-1.2460712,0.073623724,0.88037884,-1.2509497,0.011272239,0.5348903,-1.2122587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4590997,-5.4044085,-0.600165,0.5691085,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.174853,428,3.8483389998873463,2.3364670000773913,2922519,0,0,0.0,0.0,0.0,0.012769699,0.7003722,-1.2428845,-0.09624483,0.66800535,-1.2966734,0.059573665,0.75146925,-1.3114433,-0.13729602,0.7729056,-1.3266085,-7.324195,-13.666036,22.344545,40.12566,0.011626571,0.19377619,1.2617358,-1.6819774,0.8991215,-0.47517294,0.36817476,0.0,0.016176099,0.6045817,-0.93400127,-0.04044025,1.3874375,-1.805994,-0.25190905,0.48831603,-0.015118968,0.71684694,-1.0937395,-0.11973609,0.5671855,-1.2845844,0.045364805,0.7872547,-1.2869363,-0.016648885,0.6284541,-1.2343019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9437919,-3.441671,-2.2706182,0.9838618,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.1950498,429,4.093144000307802,2.180590999614651,2922539,0,0,0.0,0.0,0.0,0.0050792694,0.69940335,-1.2258079,-0.10535837,0.67324334,-1.3047931,0.060845315,0.75231695,-1.3209215,-0.13762909,0.76324713,-1.3242863,-7.3063006,-13.687744,22.343637,40.17165,-0.22478038,-0.92237467,0.8714874,0.04263076,-0.077510476,-0.68950623,0.17439857,-0.18602514,-0.72388047,-0.1472699,-0.5619509,-0.20826729,0.895246,-1.0812712,-0.740225,2.5229661,0.02739443,0.5948944,-1.1420528,-0.070502184,0.74074125,-1.1621377,-0.018988235,0.63980585,-1.2547797,-0.082420796,0.87112963,-1.3443074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1599166,-2.4711084,-0.52583593,5.0679464,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.2149856,430,4.0365350000683975,2.2699370001646457,2922559,0,0,0.0,0.0,0.0,0.0025359392,0.67914766,-1.2161876,-0.10329949,0.6887757,-1.3171778,0.07023135,0.7409629,-1.3217587,-0.13865846,0.7666079,-1.3270983,-7.3014565,-13.69604,22.324955,40.212646,0.8332376,-2.6663604,-1.1687232,1.1859103,1.0773956,-0.060660373,0.1782741,-0.8293621,0.29925784,-0.15889648,0.6239593,-1.1141288,0.8254866,-0.6239593,-0.4185566,3.3988345,0.068549946,0.56373775,-1.2312585,-0.020657808,0.75333804,-1.0528703,-0.044329137,0.5251405,-1.1438148,-0.089871846,0.99256545,-1.4368597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6922203,-2.5489686,-1.3725107,7.98038,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.235015,431,4.056407999996736,2.2247840001909935,2922579,0,0,0.0,0.0,0.0,0.012103677,0.6769374,-1.2298204,-0.092339024,0.6920457,-1.3150454,0.077104345,0.7373599,-1.312865,-0.13363248,0.78162557,-1.3564963,-7.2679996,-13.722443,22.330738,40.28383,0.61233276,-0.12789229,-1.0858207,0.7983579,0.51156914,0.6349119,0.15114543,-0.5076936,0.9928081,0.16664752,1.798243,-2.3232923,1.7323592,-2.011397,0.5386978,4.840529,0.06128179,0.63796455,-1.3164281,-0.018125525,0.6008835,-1.025383,-0.010638341,0.61833423,-1.1473457,-0.06884775,0.8520533,-1.4263003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6534066,-2.6007223,-1.5722723,7.287147,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.2550797,432,4.124824999962584,2.336145999834116,2922599,0,0,0.0,0.0,0.0,0.031178474,0.6757566,-1.2442746,-0.0735064,0.68853354,-1.3136394,0.08894287,0.7367241,-1.3028498,-0.12373167,0.8120242,-1.4039189,-7.231152,-13.758987,22.342789,40.387558,1.0308893,-0.20152724,-1.3203741,1.1432796,-0.7557271,-0.010110063,1.0231383,0.34879714,-0.082902506,0.40693003,1.1704081,-2.4587672,1.4378194,-1.798243,0.5348223,6.247344,0.0011917349,0.8159712,-1.1672978,-0.07661712,0.5623447,-1.1836011,0.06119696,0.84527093,-1.1472863,-0.012122422,0.6823558,-1.36214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.527401,-1.0596433,-2.7632937,3.2838106,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.2751477,433,4.183963000286894,2.36766699981672,2922619,0,0,0.0,0.0,0.0,0.035447598,0.693045,-1.2618251,-0.067541726,0.69104654,-1.3113647,0.09811695,0.7557384,-1.3020283,-0.12300497,0.81847334,-1.4237441,-7.2184353,-13.774157,22.334402,40.48475,-1.2052878,0.577453,1.1646792,-0.76347816,0.03100419,-0.8876635,0.77510476,2.4454553,-0.07279245,-0.13176781,-0.86811733,0.63895595,-0.37980133,-0.0038755238,-1.1277775,4.282454,-0.038080923,0.73707724,-0.97694886,-0.11808079,0.44540253,-1.2950038,0.08623028,0.892174,-1.365881,0.027719727,0.59281284,-1.3194032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7671127,-0.088844374,-3.7893198,0.012679137,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.2951634,434,4.20869900017351,2.3034729997561953,2922639,0,0,0.0,0.0,0.0,0.030572891,0.69531584,-1.2396619,-0.0788958,0.68623245,-1.3218222,0.100478604,0.7647308,-1.3134654,-0.122550905,0.7926466,-1.3749789,-7.2519226,-13.759805,22.305729,40.530712,0.05813286,-0.17052305,2.0786288,-0.41080552,-0.08526152,-0.96449995,0.54257333,0.86036634,-2.4041727,0.06200838,-1.9571395,4.0015626,-2.7942526,1.3486823,-1.1820347,1.3564334,-0.017598853,0.59203684,-0.9787123,-0.08342623,0.62751776,-1.2931207,0.013613149,0.7706607,-1.3573992,-0.01598216,0.7038062,-1.2848827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8199494,2.4553533,-1.372668,2.090275,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.3155916,435,4.6401009999499365,2.5390309997419536,2922659,0,0,0.0,0.0,0.0,0.018795013,0.6794202,-1.2013859,-0.08495131,0.6910768,-1.328615,0.09902528,0.7827156,-1.3591818,-0.119311154,0.7781739,-1.3287095,-7.3178062,-13.714812,22.278812,40.566498,-0.51156914,-1.4416949,0.33363205,0.09301257,-0.3759258,-0.050550308,-0.3720503,-0.34879714,-2.0705407,-0.15114543,-0.1472699,-0.5358333,-3.1895561,2.9105184,-1.546334,3.1701784,0.04410855,0.5558021,-1.1551623,-0.0250036,0.8411038,-1.1426677,-0.039121084,0.62673575,-1.2690477,-0.10863974,0.9165162,-1.2441113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5844307,-0.78428996,0.15010503,4.008363,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788509571.3350978,436,4.149849999976141,2.4635089998810145,2922679,0,0,0.0,0.0,0.0,0.013920307,0.686172,-1.2029655,-0.087918505,0.69576985,-1.3271773,0.09869222,0.7865912,-1.3753421,-0.12551802,0.7851075,-1.3367501,-7.358227,-13.672363,22.2535,40.61573,0.93400127,0.32166848,-1.0474024,0.027128667,4.0576735,1.472025,-0.33329505,-0.93400127,0.51156914,-0.61233276,4.5227365,0.22646539,-1.3719355,1.6199689,-1.0076362,3.0151577,0.10067748,0.44300985,-1.2581778,0.026359268,0.66370517,-1.0227792,-0.04327195,0.5060344,-1.3050606,-0.118793845,0.92974967,-1.4436944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3662133,-1.5784239,-0.7852885,7.4626703,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
