time_s,loop,loop_dt_ms,inference_ms,state_tick,enabled,cmd_vx,cmd_vy,cmd_vyaw,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,dq_10,dq_11,dq_12,dq_13,dq_14,dq_15,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kd_0,kd_1,kd_2,kd_3,kd_4,kd_5,kd_6,kd_7,kd_8,kd_9,kd_10,kd_11,kd_12,kd_13,kd_14,kd_15
1788446248.2215993,11,16.894086998945568,5.978356999548851,10678634,1,0.0,0.0,0.0,-0.029013276,0.6164284,-1.3750736,0.0384599,0.72707677,-1.387664,-0.03710249,0.6624533,-1.3486768,0.036466718,0.73517984,-1.3718827,27.446823,31.699575,-43.98226,-6.02432,0.015502095,0.054257333,-0.028308174,-0.019377619,0.2906643,-0.028308174,-0.019377619,0.15114543,0.046506286,-0.096888095,0.48056495,0.10918867,-0.40305448,-1.2324166,-1.472699,-3.011282,-0.026898509,0.6224002,-1.2272782,0.016272891,0.72805196,-1.2473578,0.008305189,0.70767313,-1.1484019,-0.0028415155,0.7309145,-1.251421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.611276,-0.1951879,-2.020758,-3.5870934,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.2394261,12,14.211354000508436,4.171810000116238,10678655,1,0.0,0.0,0.0,-0.029164672,0.6173973,-1.3736519,0.03861129,0.7315881,-1.3880272,-0.038041085,0.6674491,-1.3479501,0.035891473,0.7438089,-1.3669224,27.4345,31.688612,-44.01514,-6.0719466,-0.011626571,0.046506286,0.17793709,-0.03100419,0.09301257,-0.07279245,-0.096888095,0.18990067,0.052572325,0.0077510476,0.10463915,0.39227042,-0.7363495,-0.05813286,-1.8214962,-2.5810988,-0.020534942,0.6042522,-1.2300161,0.021048687,0.7538781,-1.2311723,0.0015205592,0.6967568,-1.1645813,-0.0070291916,0.74459887,-1.2339873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4882243,0.86249375,-1.8274392,-2.743057,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.2614546,13,16.16836399989552,5.489433000548161,10678676,1,0.0,0.0,0.0,-0.029346347,0.61776054,-1.3712349,0.03761213,0.73367727,-1.3880115,-0.03937331,0.67208153,-1.3468759,0.034801483,0.74931943,-1.3583604,27.416153,31.691885,-44.041965,-6.118332,0.07363495,0.03100419,0.22242136,-0.06975943,-0.08526152,-0.02426415,-0.12401676,0.2596601,0.09907861,-0.18602514,0.2906643,0.2729717,-1.0153872,0.1782741,-1.6587242,-2.5500948,-0.016486833,0.5975701,-1.2363911,0.02404182,0.7769875,-1.2161356,-0.004093865,0.68741345,-1.1696076,-0.013577757,0.7599614,-1.2346812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2289548,1.1496066,-1.4448832,-1.9927536,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.2814262,14,16.06990000072983,6.059987999833538,10678696,1,0.0,0.0,0.0,-0.028680205,0.61400616,-1.3677753,0.03588631,0.73685646,-1.3875849,-0.040130258,0.6750184,-1.3438903,0.03413534,0.75361884,-1.3502092,27.397865,31.697031,-44.06961,-6.1591763,0.06200838,-0.077510476,0.18198112,-0.0038755238,-0.0077510476,-0.020220125,-0.0038755238,0.11239019,0.2628616,-0.011626571,0.16664752,0.33363205,-0.9301258,0.38755238,-1.5579605,-2.278808,-0.018558998,0.60349005,-1.2416924,0.019865315,0.7856014,-1.2225622,-0.0005389843,0.6825501,-1.1549448,-0.013506489,0.7623023,-1.2402747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7444777,1.0648482,-1.3935829,-1.3042855,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.3035605,15,18.131453000023612,7.266732000061893,10678715,1,0.0,0.0,0.0,-0.028377414,0.61491454,-1.3652952,0.035825755,0.7387639,-1.3868582,-0.040190786,0.6762296,-1.3392934,0.033923388,0.75928074,-1.3467813,27.384724,31.698969,-44.092106,-6.190786,0.0038755238,0.12789229,0.1455849,0.065883905,0.096888095,-0.0020220124,-0.038755238,0.05813286,0.27701572,-0.0038755238,0.18214962,0.115254715,-0.6200838,0.015502095,-1.0192627,-1.6742264,-0.019988308,0.6069156,-1.2399026,0.015911268,0.76450706,-1.2255375,0.00459681,0.6897876,-1.1575465,-0.009110214,0.7563753,-1.2446243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2319577,0.7062646,-0.9986025,-0.48468247,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.321534,16,16.076204001365113,6.08072499926493,10678735,1,0.0,0.0,0.0,-0.028195739,0.616065,-1.364063,0.03588631,0.74061084,-1.3868109,-0.040160537,0.67632043,-1.3339698,0.03386283,0.7640948,-1.344933,27.378002,31.698694,-44.10552,-6.2159166,0.05813286,-0.038755238,-0.012132075,0.046506286,0.15889648,0.0,-0.09301257,-0.015502095,0.22444338,-0.06975943,0.21315381,-0.0020220124,-0.23640695,-0.023253143,-0.7557271,-1.3564334,-0.028075702,0.6220795,-1.2186449,0.011422876,0.74440736,-1.2425478,0.009729,0.7061996,-1.1530169,0.0005629484,0.7445318,-1.2449253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9468473,0.5288177,-0.9151958,0.18496968,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.342345,17,15.827054001420038,6.0581649995583575,10678756,1,0.0,0.0,0.0,-0.027680993,0.616277,-1.3640473,0.036612973,0.7403383,-1.3868582,-0.040523857,0.67613876,-1.3306682,0.033317864,0.7679401,-1.3448067,27.376944,31.698576,-44.115543,-6.231691,0.06200838,-0.038755238,0.0,0.04263076,0.06200838,0.0060660373,-0.077510476,-0.07363495,0.1455849,-0.10076362,0.22090487,-0.026286162,-0.011626571,0.011626571,-0.5619509,-0.4999426,-0.030806618,0.6215428,-1.2041445,0.008486057,0.7297109,-1.2526169,0.010369826,0.71087253,-1.1564076,0.006353884,0.74069655,-1.2484804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8304913,0.38498297,-0.93659866,0.7022737,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.361458,18,14.400440999452258,5.965460999505012,10678777,1,0.0,0.0,0.0,-0.02889216,0.6184267,-1.3627361,0.03712769,0.7395512,-1.3871742,-0.04112941,0.67713785,-1.3278406,0.032833397,0.7696054,-1.344854,27.377003,31.698786,-44.12632,-6.2336287,0.0,0.034879714,0.06672641,-0.0077510476,0.07363495,0.018198112,-0.04263076,0.03100419,0.1455849,0.0077510476,0.081386,0.0,0.011626571,0.034879714,-0.6239593,0.1472699,-0.029568326,0.6180183,-1.2122144,0.011351734,0.72039235,-1.2382778,0.007159148,0.70019245,-1.1604278,0.008538704,0.7454807,-1.2378218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75785035,0.34945494,-0.812318,1.0006404,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.3834648,19,16.22554799905629,6.005621000440442,10678797,1,0.0,0.0,0.0,-0.02995181,0.61948645,-1.3597031,0.037400186,0.73815835,-1.3872533,-0.041250527,0.6792573,-1.3254237,0.032833397,0.76939344,-1.344933,27.377033,31.698938,-44.137524,-6.2284513,-0.04263076,-0.0077510476,0.20624527,-0.0077510476,0.04263076,-0.030330187,-0.05813286,0.09301257,0.14154087,-0.015502095,0.023253143,0.0,-0.034879714,0.038755238,-0.64333695,0.58520406,-0.025817493,0.6156324,-1.2260339,0.0118323695,0.725133,-1.2212706,0.0028738668,0.68466526,-1.1499017,0.00486671,0.7602853,-1.2342799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7827008,0.3278996,-0.6578639,1.1479175,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1788446248.405524,20,18.21442999971623,7.915176000096835,10678817,1,0.0,0.0,0.0,-0.029860973,0.61918366,-1.3565279,0.037521295,0.7370684,-1.3869689,-0.041068852,0.6801051,-1.3224223,0.03313619,0.7687576,-1.3446803,27.377155,31.698938,-44.14915,-6.215432,0.0,-0.034879714,0.17793709,0.038755238,0.0,0.012132075,-0.019377619,0.027128667,0.2102893,-0.038755238,-0.054257333,-0.014154087,-0.05813286,0.054257333,-0.7130964,0.77122927,-0.022853393,0.61637974,-1.2385069,0.010264298,0.7301645,-1.2082832,-0.0007841657,0.6685794,-1.1355706,0.001697001,0.77555853,-1.2458782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94862217,0.28069252,-0.59702736,1.1973352,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
